source,translation
"While active, gains Energy when you Hit enemies with Melee Attacks and triggers socketed Fire spells on reaching maximum Energy.",アクティブな間、プレイヤーが近接アタックで敵をヒットした時にエネルギーを獲得し、エネルギーが最大値に達した時にソケットした火スペルをトリガーする。
"Manifest a copy of your main hand Melee Martial Weapon as an immortal Companion to fight by your side. In addition to its standard Strikes, the Manifested Weapon gains an additional Attack depending on its weapon type.",プレイヤーのメインハンドに装備した近接マーシャルウェポンのコピーを不死身のコンパニオンとして出現させ、プレイヤーの味方として戦わせる。その通常のストライク攻撃に加え、マニフェストした武器はその武器の種類に応じて追加のアタックを行う。
"Recruit artillery Minions that take up positions behind you. They will lie in wait for your Command, then fire volleys of arrows at the target location.",プレイヤーの背後に配備される迫撃砲を撃つミニオンを味方に呼ぶ。そのミニオンはプレイヤーのコマンドを待ち、命令が下されると火の矢の雨を対象の位置に降らせる。
"Fires a flare at a target location, attaching to an enemy if it lands on one, then launches a series of arrow volleys centred around the flare.",対象とした地点にフレアを放ち、敵に着弾した場合、フレアは敵に付着する。その後フレアを中心とした位置に矢の連射を放つ。
"Command part of your flock to leave and crash through a set of illusory mirrors, Attacking enemies in the area between the mirrors with frequent Hits.",群れの一部にコマンドを行い、群れを離れ、複数の幻の鏡に突進させる。鏡の範囲内にいる敵にアタックを行い、連続してヒットを与える。
Channel to temper your main hand Melee Martial Weapon. Each hit of the hammer against the anvil Empowers subsequent Attacks to Combust when Hitting enemies.,チャネリングを行い、プレイヤーのメインハンドに装備した近接マーシャル武器を鍛える。ハンマーで金床を叩いた回数だけ、次に行うアタックを強化し、敵をヒットした時にコンバストを発動するようにする。
"Explode, dealing Fire damage in an area.",爆発し、範囲内に火ダメージを与える。
"While active, grants a skill that you can use to instantly begin Recharging Energy Shield and gain a Buff for a duration that prevents that Recharge being interrupted. The Buff is removed at maximum Energy Shield and the skill cannot be used while Energy Shield is full.",アクティブ中、使用することでエナジーシールドのリチャージを即座に開始できるようになるスキルを付与し、また短い間リチャージを妨害されなくするバフを獲得する。バフはエナジーシールドが最大値になった時に取り除かれ、このスキルはエナジーシールドがフルの時に使用することができない。
Direct your finned companion to feast upon another player's pet.,ヒレを持つコンパニオンに命令を下し、他のプレイヤーのペットを餌として食べさせる。
"Shapeshift into a Wyvern and perform a wide slash with your wingtip claws. Consumes a Power Charge if possible to grant you a Buff that gives you extra Lightning damage. While you have the Buff, Rend covers a much larger area but is slower.",ワイバーンにシェープシフトし、翼に生えた爪で斬撃を行う。可能ならばパワーチャージを1個消費し、プレイヤーに追加雷ダメージを与えるようにするバフを付与する。そのバフがある間、レンドの範囲がより広くなるが、攻撃速度が遅くなる。
"Shapeshift into a Wyvern and launch yourself backwards with a powerful wingbeat that Knocks Back enemies. Enemies Primed for Heavy Stun will be stunned, release a shockwave, and have a chance to grant you a Power Charge. This skill can be used while using other skills to interrupt them.",ワイバーンにシェープシフトし、強力な翼の羽ばたきで後方に移動するとともに敵をノックバックする。ヘビースタン寸前の敵はスタンを受け、ショックウェーブを放ち、一定確率でプレイヤーにパワーチャージを付与する。このスキルは他のスキル使用中に使用でき、その使用を中断して使用できる。
"This skill creates a toad that jumps around briefly, the toad then explodes, dealing Attack damage in an area and inflicting Poison.  Damage you deal with this skill is not based on your Weapon.",このスキルはカエルを生成し、そのカエルは敵に向かって飛び跳ね、爆発し、範囲内にアタックダメージを与えると共に毒を付与する。このダメージはプレイヤーのマーシャル武器に基づかない。
"Command Navira to create a bubble shield which absorbs a portion of the damage dealt by enemies standing outside the shield. The maximum amount of damage that can be absorbed is based on your maximum Mana. If the shield is destroyed by damage, it collapses into a patch of Chilled Ground.",ナヴィラにコマンドし、泡でできた盾を生成させる。この盾は盾の外側にいる敵が与えたダメージの一部を吸収する。吸収できるダメージの最大量はプレイヤーの最大マナに応じて決まる。盾がダメージを受けて破壊された場合、盾は崩壊し、冷却領域のパッチになる。
"Command Navira to fracture all nearby areas of Chilled Ground that have enemies standing on them, doing high Spell damage with extreme Freeze potential.",ナヴィラにコマンドし、敵が上に立っている、近くの冷却領域のエリア全てを破砕させ、高い凍結ポテンシャルを持つ大きなスペルダメージを与えさせる。
"Command Navira to turn nearby Chilled Ground into Navira's Oasis, a mirage which grants you and Allies standing in it Flask charges and damage Recouped as Life and Mana. Plants in the area become Overgrown.",ナヴィラにコマンドし、近くの冷却領域をナヴィラのオアシスに変化させる。これはその上に立つプレイヤーと味方にフラスコチャージと受けたダメージのライフおよびマナとしての回収を付与する蜃気楼である。その範囲内のプラントは生い茂るようになる。
"Command Kelari to throw a volley of knives at the target location. The knives burrow into the ground, then erupt into the air after a short delay, dealing Spell damage.",ケラリにコマンドし、対象とした位置にナイフのボレーを投げるようにさせる。ナイフは地面に刺さり、短い遅延の後空中に噴出し、スペルダメージを与える。
"Command Kelari to create a blast at the target location that deals Spell damage, and leave behind a clone that persists for a short duration. This skill can store multiple charges, and using it again while a clone from a previous use is still alive causes that clone to explode, dealing even more damage.",ケラリにコマンドし、対象とした位置にスペルダメージを与える爆発を発生させ、短い持続時間の間持続するクローンを残させる。このスキルは複数の使用回数を貯めることができ、以前使用したスキルのクローンが存在する間に再び使用することで、クローンを爆発させさらに大きなダメージを与えることができる。
"Channel and Command Kelari to Channel alongside you, creating blades that hang over the target location. The longer you Channel, the more blades Kelari will create. Upon release, his blades plunge into the ground and create shockwaves that deal Spell damage.",チャネリングしケラリにコマンドすることで、ケラリにプレイヤーの横でチャネリングするようにさせ、対象とした位置に留まる刃を生成させる。プレイヤーがチャネリングした時間が長いほど、ケラリが生成する刃の数が増える。チャネリングを止めて放つと、刃は地面に刺さり、スペルダメージを与える衝撃波を発生させる。
"Command Ruzhan to place a fiery brand on an enemy. After a delay or when Detonated, the brand explodes, dealing Spell damage to enemies caught in the blast.",ルザンにコマンドし、敵に炎のブランドを設置させる。遅延の後、もしくは起爆された時に、その紋章は爆発し、爆発に巻き込まれた敵にスペルダメージを与える。
"Command Ruzhan to hurl his greatsword, spreading hazardous runes on the ground where it lands. If an enemy steps on a rune, it erupts in a fiery tornado that deals Spell damage.",ルザンにコマンドし、そのグレートソードを投げさせる。ソードが着地した地点の地面にハザードのルーンが広がる。敵がルーンの上に踏み込むと、ルーンは噴出し、スペルダメージを与える炎のトルネードを発生させる。
"Command Ruzhan to teleport to the target location. Upon arrival, the Djinn deals Spell damage to enemies around him then slams his blazing sword into the ground, creating a wave of lava that also deals Spell damage.",ルザンに対象とした位置にテレポートするようコマンドする。その場所に到達したら、ジンは周囲の敵にダメージを与え、炎の剣で地面にスラムを行い、スペルダメージを与える溶岩の波を発生させる。
"Command Ruzhan to conjure two volleys of flaming embers and fire them forward. The embers explode on impact, dealing Spell damage.",ルザンに炎のエンバーのボレー2列を呼び出すようコマンドし、それを前方に放たせる。エンバーは着弾すると爆発し、スペルダメージを与える。
"When you use a damaging Skill, Ruzhan emerges to Strike enemies near your target with zealous fervour, inflicting Exposure.",プレイヤーがダメージを与えるスキルを使用した時に、ルザンが出現し、狂信の熱気で対象にストライクを与え、曝露を付与する。
"Shapeshift into a Wyvern and spit Oil at enemies, creating Oil Ground where the Projectiles land. Consumes Power Charges if possible to instead Channel a sustained barrage of electrified Oil that does not create Oil Ground. Projectiles are fired in sequence, allowing multiple Projectiles to Hit the same target.",ワイバーンにシェープシフトし、敵にオイルを飛ばし、投射物が着弾した地点にオイル領域を生成する。もし可能ならばパワーチャージを消費し、代わりにオイル領域を生成しない電荷を帯びたオイルのバラージを継続的にチャネリングする。投射物は連続して放たれ、複数の投射物は同じ対象に複数回ヒットすることができる。
"While active, stores a percentage of the Physical damage that is prevented by your Armour or other sources of damage reduction. Using this Skill releases the stored damage as a nova of spikes.",アクティブ中、アーマーまたは他のソースのダメージ軽減により防いだ物理ダメージの一部を貯める。このスキルを使用すると、貯めたダメージをスパイクのノヴァとして放出する。
"Shapeshift into a Wyvern and take to the skies, immolating enemies with a jet of fire. Channelling ends after a short amount of time but can be prolonged by spending Rage. Consumes a Power Charge if possible to Empower the Skill, Gaining extra Lightning damage and spending Rage more slowly.",ワイバーンにシェープシフトし、空に向かって飛び上がり、炎の奔流で敵を焼く。短い時間の後、チャネリングは終わるが、憤怒を使用することで延長できる。もし可能ならばパワーチャージを使用し、スキルを強化し、追加の雷ダメージを獲得し、憤怒の使用がよりゆっくりになる。
"Conjures a rootbound fissure that crawls forward, damaging enemies in its path. While the fissure persists, vines lash out from it and attach to nearby enemies, damaging and Slowing them.",前方に向かって這って進む根に覆われた亀裂を呼び出し、通り道にいる敵にダメージを与える。亀裂が存在する間、近くの敵に付着するツタを伸ばし、ダメージを与えると共に減速させる。
"Shapeshift into a Werewolf and lash out with a flurry of claw swipes. The first Attack can dash to faraway enemies and the final Attack Strikes twice. Attacking a Frozen enemy will create Ice Fragments, which are Projectiles that land and explode after a short delay.",ウェアウルフにシェープシフトし、爪の連撃で敵を引き裂く。最初に行うアタックは遠くの敵に向かってダッシュし、連続攻撃の最後のアタックは2回ストライクする。凍結状態の敵にアタックするとアイスフラグメントを生成する。これは着弾すると短い遅延の後に爆発する投射物である。
"Shapeshift into a Bear and repeatedly pound the ground, creating Molten Fissures that travel randomly in a wide arc in front of you.",クマにシェープシフトし、地面を繰り返し叩きつけ、プレイヤーの前方の幅広い円弧状範囲にランダムに移動するマグマの亀裂を発生させる。
"Mark a target, causing it to take increased damage based on how many of the target's enemies are near to it. If the target dies, the Mark will Activate to Trigger the Summon Wolf skill and Consume the Mark.",対象に呪印を付与し、対象の近くの敵の数に応じて受けるダメージが増加するようにする。呪印を付与された対象が死亡した場合、呪印はアクティベートし、ウルフ召喚スキルをトリガーし、呪印を消費する。
Shapeshift into a Werewolf and leap backwards as you gouge the ground with both claws. Enemies can be Hit separately by both gouges. Hitting a Marked enemy with both gouges will Activate the Mark and cause an additional shockwave. Ice Fragments will be pulled into the location where the gouges cross and explode. immediately. This skill can be used while using other skills to interrupt them.,ウェアウルフにシェープシフトし後ろに飛び退き、両手の爪で地面をえぐる。敵は両手のえぐりから独立してヒットを受けることができる。両手のえぐりで呪印を付与された敵にヒットを与えると、呪印はアクティベートし、追加のショックウェーブを発生させる。アイスフラグメントはえぐりの交差した位置に引き寄せられ、即座に爆発する。このスキルは他のスキルの使用中に使用でき、それを中断させることができる。
"Consume all Power Charges to master the elements, gaining Elemental Damage and the ability to apply Elemental Ailments with other damage types. Can only be used while you have maximum Power Charges.",パワーチャージを消費し、元素の能力を極め、元素ダメージを獲得し、異なるダメージタイプでも元素系状態異常を付与できる能力を獲得する。パワーチャージの数が最大の時だけ使用できる。
"Unleashes a torrent of anguish that bombard the target area, dealing damage in an area on impact. Does not use Ammunition and can be fired freely until the Requiem ends.",苦悶の奔流を解き放ち、対象とした地点を爆撃し、着弾時に範囲にダメージを与える。弾薬を使用せず、レクイエムが終了するまで自由に放つことができる。
"Your weapon passively accumulates anguish from the tormented souls within. When fully charged, use this skill to compose the Requiem, transforming your Crossbow shot into a torrent of anguish for a short, fixed amount of time. Does not use Ammunition.",武器がその中に存在する拷問された幽霊から苦悶を蓄積する。完全にチャージされた時にこのスキルを使用してレクイエムを奏で、クロスボウから放たれるボルトを短い固定された時間の間、苦悶の奔流に変える。弾薬を使用しない。
"Shapeshift into a Werewolf and swipe with your claws, projecting an arc of moonlight and ice forward in a crescent.",ウェアウルフにシェープシフトし、爪で薙ぎ払い、前方に半円状の月光と氷の弧を放つ。
Chills all enemies in your Presence.,プレイヤーの存在下にいる全ての敵を冷却する。
"Shapeshift into a Wyvern and devour a Corpse or Cullable enemy, and additional nearby Corpses. For each enemy or corpse devoured, you regenerate life and gain a Power Charge. If the target is far enough away, you will leap to them and damage nearby enemies where you land. Targeting nearby enemies or corpses will not perform a leap or a Slam.",ワイバーンにシェープシフトし、死体またはカリング可能な敵および近くの追加の死体を貪る。貪られた敵または死体ごとに、ライフを自動回復するとともに、パワーチャージを獲得する。もし対象が遠すぎる場合、その敵に飛びつき着地した地点の近くの敵にダメージを与える。近くの敵または死体を対象にした場合にはリープまたはスラムを行わない。
"Spur the growth of huge vines, which emerge randomly within the target area. The vines crash to the ground then retreat, targeting nearby enemies if possible.",巨大な蔓を成長させ、対象エリア内にランダムに出現させる。ツタは地面に叩きつけられた後、引き戻り、可能であれば近くの敵を攻撃する。
"Shapeshift into a Werewolf and offer your Rage to the moon to receive a blessing, gaining bonus Cold damage for yourself and any Wolf Minions you have from Wolf Pack or Predator's Mark. Spends all Rage to extend the Buff's duration. While the Buff is active, your Werewolf Melee Attacks call down Moonbeams on Hit.",ウェアウルフにシェープシフトし、憤怒を月に差し出し、祝福を得る。冷気ダメージのボーナスをプレイヤーおよびウルフパックまたはプレデターの呪印で呼び出したウルフミニオンが獲得する。使用時に全ての憤怒を使用し、バフの持続時間を延長する。バフがアクティブな間、ウェアウルフ近接アタックはヒット時にムーンビームを呼び出す。
"Shapeshift into a Werewolf and let out an icy howl that damages enemies and Freezes Primed enemies. If an enemy is Frozen or a Frozen enemy is Hit, this Skill Empowers your attacks with added Cold damage, causes Empowered Slams to create Chilled Ground, and grants your Allies added Cold damage. This Skill's cooldown can be bypassed by expending an Endurance Charge.",ウェアウルフにシェープシフトし、敵にダメージを与え凍結寸前の敵を凍結状態にする氷の咆哮を放つ。敵が凍結されるか、凍結状態の敵にヒットを与えると、このスキルはアタックを追加冷気ダメージで強化し、味方に追加冷気ダメージを付与する。スキルのクールダウンはエンデュランスチャージを使用することでバイパスすることができる。
"Teleport to a target, dealing Lightning Attack Damage.",対象の位置にテレポートし、雷アタックダメージを与える。
"Explodes to deal Cold Damage in an area after a short delay, based on the life of the slain frozen Enemy.",短い遅延の後に爆発し、範囲内に冷気ダメージを与える。ダメージは倒した凍結状態の敵のライフに基づく。
"Pull enemies in and pulse Lightning damage, Hindering enemies Hit. Each pulse increases in damage, with the final pulse dealing additional damage.",敵を引き寄せ、雷ダメージのパルスを放ち、ヒットを受けた敵を阻害する。それぞれのパルスはダメージが増加していき、最終パルスは追加のダメージを与える。
Deal Fire Damage in an Area based on a percentage of the expected Damage of the Consumed Ignite.,消費された発火の予想ダメージの一定割合に応じて範囲内に火ダメージを与える。
Creates multiple Fissures when landing with Supported Skill.,サポートされたスキルにより着地した時に、複数の亀裂を生成する。
Deals Fire damage in an area around the exploding Corpse based on its maximum Life.,爆発した死体の周囲にその最大ライフに応じた火ダメージを一定範囲に与える。
Creates Skittering Stone Minions from shattered objects created by Supported Skill.,サポートされたスキルにより生成されたオブジェクトを砕くことで、這いまわる石のミニオンを生成する。
"Hurl a fiery hammer that Slams into the ground and lodges there. While the hammer is lodged in the ground, reusing this Skill recalls the hammer and resets the Skill's cooldown. Alternatively, using a Warcry near the lodged hammer causes it to shatter, releasing a number of Molten Fissures in a spiral.",炎のハンマーを投げ、地面にスラムさせ、地面に突き刺さるようにする。ハンマーが地面に刺さっている間、このスキルを再使用すると、そのハンマーをプレイヤーの元に呼び戻し、スキルのクールダウンをリセットする。または、刺さったハンマーの近くでウォークライを使用するとそのハンマーを砕けさせ、複数のマグマの亀裂を螺旋状に発生させる。
"While active, the first time any Skill Hits a Shocked enemy in your Presence, that Skill also Hits other Shocked enemies in your Presence, up to a maximum.",アクティブな間、プレイヤーの存在下にいる感電状態の敵にいずれかのスキルでヒットを初めて与えた時に、存在下にいる他の感電状態の敵にもそのスキルによるヒットが行われるようにする。ヒットできる最大回数がある。
"Consume stored Minion Life to Revive your Minions. Revives as many Minions as possible with total maximum Life equal to or less than the Life stored by Grim Feast, prioritising those with higher maximum Life.",蓄積したミニオンのライフを消費し、ミニオンを復活させる。グリムフィーストにより貯められた合計ライフと同等かそれ以下のライフ量のミニオンをできる限りたくさん復活させる。より最大ライフの多いミニオンを優先して復活させる。
"Empowers the next Projectile Skill you use, causing it to create additional Projectiles and fly faster.",次にプレイヤー自身が使用する投射物スキルを強化し、追加の投射物を放つようにし、投射物スピードを上げる。
"Summons an immortal Lightless Stalker Minion which puts enemies it Hits under the Watcher's Gaze. Killing those enemies, or Hitting them if Rare or Unique, causes this skill to summon temporary Foul Eye Minions.",ヒットを与えた敵をウォッチャーズゲイズ状態にする不死のライトレスストーカーミニオンを召喚する。その状態の敵を倒すか、レアまたはユニークであればヒットを与えると、このスキルは一時的なファウルアイミニオンを召喚する。
"Create an area of Toxic Bloom on the ground around you. While in the Bloom, you have increased Skill costs, Regenerate Life, and your Projectile Attacks attach a Toxic Pustule, which can be Poisoned. Pustules will Detonate after a duration or when enough Poison has been applied, dealing more damage based on the stored Poison damage and applying Poison in an area around it.",トキシックブルームのエリアをプレイヤーの周囲の地面に生成する。ブルームの中にいる間、プレイヤーはスキルコストが増加し、ライフを自動回復し、投射物アタックは毒性の膿疱を伴うようになる。膿疱には毒を付与することができ、短い時間の後または十分な毒を付与された後に爆発し、貯められた毒に応じてより大きなダメージを与え、その周囲の範囲の敵に毒を付与する。
"While active, gains Energy when you cast Spells. Using the Invocation once sufficient Energy is gathered will consume the Energy to trigger socketed Spells, and can trigger them multiple times if it has enough Energy.",アクティブ中、スペルをキャストした時にエネルギーを獲得する。十分なエネルギーを集めた時にこのインボケーションを使用することで、エネルギーを消費し、ソケットされたスペルをトリガーする。十分なエネルギーがあればそのスペルを複数回トリガーできる。
"Ready your active Bow or Spear, Empowering your next Repeatable Bow or Projectile Spear Attacks to Convert Physical Damage to Cold Damage and Trigger Ice Fragments on Hit. This Skill's cooldown can be bypassed by expending a Frenzy Charge. Cannot Empower Sustained Skills.",アクティブな弓またはスピアを準備し、次に行う繰り返し可能な弓または投射物スピアアタックを強化し、物理ダメージを冷気ダメージに変換し、ヒット時にアイスフラグメントをトリガーするようにする。このスキルのクールダウンは、フレンジーチャージを消費することでバイパスできる。維持スキルを強化できない。
"When you Hit with Unarmed Melee Attacks, calls down lightning bolts which deal Unarmed Attack damage to all surrounding enemies.",素手アタックのヒットを与えると稲妻を呼び起こし、周囲の敵に素手アタックダメージを与える。
"When you Hit with Unarmed Melee Attacks, projects icy wind which deal Unarmed Attack damage to all surrounding enemies and destroy Ice Crystals.",素手近接アタックのヒットを与えると氷の風を巻き起こし、周囲の敵に素手アタックダメージを与え、氷の結晶を破壊する。
Direct your flying companion to eviscerate another player's pet.,空飛ぶペットに命令を下し、他のプレイヤーのペットを引き裂かせる。
"Hinekora observes your Future-Past granting you the opportunity to subvert a lesser fate. After a period of Hindsight, she will grant you her Foresight, which prevents you from avoiding Hits while Dodge Rolling. When you are Hit while Dodge Rolling, Hinekora restores you to full Life immediately before taking damage from the Hit, and grants you Sight Beyond Sight, which prevents you from dying.",ヒネコラはあなたの時の交差を見通し、不運な運命を覆す機会を与えてくれる。事後の見通しの期間の後、予見の力をあなたに授け、ドッジロールによりヒットを無効化できなくする。ドッジロール中にヒットを受けたら、ヒネコラはそのヒットからダメージを受ける前に即座にあなたのライフをフルにまで回復する。その後、予見を超えた予見を付与し、死を予防する。
"Channel to imbue your armour with Runic Plates. When you are Hit while you have these plates, some of the damage you would take will be prevented, and this skill will cause backlash, dealing your Thorns damage in an area around your attacker.",チャネリングを行い武器に、ルーンのプレートを宿させる。このプレートとがある時にヒットを受けると、受けるダメージの一部が防がれ、スキルは反撃を行い、攻撃者の周囲の範囲に棘ダメージを与える。
"Explodes and deals Chaos Damage when an Enemy enters the area, applying the supported Curse on Hit.",敵が範囲内に入った時に爆発し、知性の数値に基づいて混沌ダメージを与える。ヒット時にソケットされた呪いを適用する。
"Command a Skeletal Frost Mage to target a location or Minion and apply Ice Armour to Minions in an area, reducing damage taken from Hits, causing damage to enemies that Hit them, and counting as Frozen for other effects.",スケルトンフロストメイジにコマンドを下し、対象の位置またはミニオンを指定することで範囲内のミニオンにアイスアーマーを適用する。そのアイスアーマーはヒットから受けるダメージを減少させ、そのミニオンをヒットした敵にダメージを与え、他の効果でそのミニオンが凍結状態であると見なすようにする。
"While active, has a chance to create an Infusion Remnant when you Freeze, Shock or Ignite a target.",アクティブ中、対象を凍結、感電または発火させた時に一定確率でインフュージョンレムナントを1個生成する。
"Command a Skeletal Brute to use a Warcry, Intimidating nearby enemies and Consuming Freeze on enemies and allies to deal damage in an Area around them.",スケルトンブルートにウォークライを使用するようコマンドし、敵を威嚇させ、近くの味方および敵の凍結を消費し、周囲の敵にダメージを与える。
Conjures a number of icy Projectiles that launch towards the target. Projectiles that Hit a Chilled or Frozen target create chunks of ice that deal additional damage on impacting the ground. Consumes a Cold Infusion if possible to cause each Projectile to lodge into the enemy then explode.,短い時間、空中にホバリングする多数の氷の投射物を呼び出し、対象に向けて放つ。冷却状態または凍結状態の対象をヒットした投射物は氷の塊を生成し、地面に接触した時に追加のダメージを与える。もし可能ならば、コールドインフュージョンを消費し、それぞれの投射物を敵に突き刺ささり、その後爆発するようにする。
An arc of Lightning stretches from the caster to a targeted enemy and Chains on to other nearby enemies. Consumes a Lightning Infusion if possible to deal more damage and Chain further.,雷のアークがキャスターから対象とした敵に伸び、他の近くの敵に連鎖する。もし可能ならば、ライトニングインフュージョンを消費し、ダメージが上昇し、さらに連鎖するようにする。
"Conjure Abyssal spirits to Hinder a Rare Undead for a duration. If you defeat the Undead while it is Hindered, it will be captured and stored into a Soul Crystal Skill Gem. The Soul Crystal will allow a wielder of great Abyssal power to summon the bound Undead as a Reviving Companion.",アビスの霊魂を呼び出し、レアのアンデッドの敵を一定時間阻害する。そのアンデッドを阻害状態の時に倒すと、そのモンスターは捕縛され、ソウルクリスタルスキルジェムに閉じ込められる。ソウルクリスタルはアビサルパワーを持つものに、捕縛したアンデッドを復活するコンパニオンとして召喚できるようにする。
Summon a Reviving Undead Companion to aid you in combat.,復活するアンデッドコンパニオンを召喚し、戦闘に加勢させる。
"Consume a Power Charge when you cast a damaging Spell to trigger an Abyssal Apparition who will also cast that same Spell for you. Does not work with Channelling Spells, Spells with a Cooldown, Triggered Spells, Spells granted by items, or Spells which already consume a Power Charge. This Skill is not directly Supportable.",ダメージを与えるスペルをキャストした時にパワーチャージを消費し、アビサルアパリション(アビスの幻影)をトリガーし、その幻影にプレイヤーの代わりに同じスペルをキャストさせる。チャネリングスペル、クールダウンを持つスキル、トリガーされたスペル、アイテムによって付与されるスペル、すでにパワーチャージを消費するスペルでは機能しない。このスキルは直接サポートジェムをつけることができない。
Creates spreading Chilled Ground around Ice Crystals created by Supported Skills.,サポートされたスキルにより生成された氷の結晶の周りに拡張していく冷却領域を生成する。
Whack another exile with your severed arm.,切断した腕で他のエグザイルを叩きつける。
"While active, a portion of the Physical Attack damage you deal is stored. Casting a Spell uses the stored damage to create a patch of Thorny Ground that deals Spell damage to moving enemies.",アクティブ中、与えた物理アタックダメージの一部を蓄積する。スペルをキャストすると、蓄積されたダメージを使用し、棘領域のパッチを生成し、その上に移動してきた敵にスペルダメージを与える。
"While active, you constantly regenerate Rage.",アクティブ中、常時憤怒を自動回復する。
"While active, your Fury builds from Attacking enemies. Using this Skill releases your Fury to send you into a bestial frenzy, gaining damage and Onslaught but constantly losing life and forcing you into animal form. The frenzy ends immediately if you return to human form. You cannot gain Fury while in a frenzy.",アクティブ中、敵にアタックすることでフューリーを蓄積する。このスキルを使用すると、フューリーを解き放ち、獣の狂乱状態になり、ダメージおよび猛攻を獲得するが、継続的にライフを失い、強制的に動物形態に変身させる。狂乱は人間形態に戻ると即終了する。狂乱状態の時にフューリーを獲得できない。
This skill is Triggered when Predator's Mark Activates to Summon a Wolf Minion that follows you as long as it lives.,プレデターの呪印がアクティベートした時にこのスキルはトリガーされ、生存中にプレイヤーに付き従うウルフミニオンを召喚する。
"Build Glory by gaining Rage while already at maximum Rage. When you have maximum Glory, roar to the heavens to bring them down upon your enemies. For the duration of the Skill, meteors rain down around you and you Gain Fire damage and Rage regeneration. This Skill's effects are suppressed if you leave Bear form, but will resume if you return to Bear form before the duration expires.",クマ形態の時に憤怒が最大値の状態でさらに憤怒を獲得することでグローリーを蓄積する。グローリーが最大値になった時に天に向かって叫び、敵に天から降り注がせる。スキルの持続時間の間でかつクマ形態で居続けている間、プレイヤーの周囲に隕石が落下し、プレイヤーは火ダメージおよび憤怒自動回復を獲得する。クマ形態でなくなった時にこのスキルの効果は中断するが、持続時間が切れる前にクマ形態に戻れば再開する。
"Leash the stars themselves by leveraging your vast magical power, repeatedly Triggering Starfall targeting an enemy in an area around you, or a random location in that area if no enemies can be targeted.",膨大な魔力を利用して星々そのものを操り、スターフォールを繰り返しトリガーし、プレイヤーの周囲の範囲内の敵または、対象にできる敵がいない場合その範囲内のランダムな位置を対象にする。
"A star falls at a targeted location, dealing area damage on impact. Larger stars leave Chilled Ground for a short duration.",星が対象とした位置に堕ち、衝突時に範囲ダメージを与える。巨大な星は短い間冷却領域を残す。
"Build Glory by Hitting enemies with Elemental damage. When you have maximum Glory, you may become the walking Apocalypse for a duration, Triggering one of multiple powerful Elemental Skills at an interval while this Buff lasts.",元素ダメージで敵にヒットを与えることでグローリーを蓄積する。グローリーが最大値になった時に一定時間歩くアポカリプスとなることができ、このバフが持続する間、一定間隔で強力な元素スキルの内一つをトリガーする。
"Targets an area or an enemy, calling down a massive meteor to strike an area, dealing Fire damage and contributing to your enemies' extinction.",エリアまたは敵を対象とし、巨大な隕石を落とし、範囲に落下させる。火ダメージを与え、敵を殲滅する。
"Targets an area or an enemy, causing a series of icy hailstones to rain down in an area over a duration.",エリアまたは敵を対象とし、氷の霜の雨を一定時間範囲に降り注がせる。
"Targets an area or an enemy, causing a rapid buildup of pulsing Lightning damage in an area that culminates in a powerful final Lightning strike.",エリアまたは敵を対象とし、パルス状に雷ダメージを素早く蓄積させ、最終的に強力な雷の落雷を起こさせる。
Spawn a verdant flower that grows and explodes.,新緑の花をスポーンさせ、成長させた後、爆発させる。
"Causes a fiery explosion in a cone behind the target, dealing Attack damage which is not based on your Weapon",対象の後ろのコーン状範囲に炎の爆発を起こさせ、武器ダメージを参照しないアタックダメージを与える。
"Sends a Chaining Lightning Projectile from the Shocked enemy towards a nearby Drenched enemy, dealing Spell damage.",感電した敵から近くのずぶ濡れ状態の敵に対して連鎖する雷投射物を放ち、スペルダメージを与える。
"Mirrors of Refraction appear in your Presence periodically. Hitting a mirror with a Spell Projectile causes it to shatter, copying the projectiles in a nova around the destroyed mirror. Copied Projectiles may be copied again when colliding with other mirrors.",屈折の鏡がプレイヤーの存在下に定期的に出現する。鏡にスペル投射物でヒットを与えると鏡は粉々に割れ、投射物のコピーを割れた鏡に周囲にノヴァ状に放つ。コピーされた投射物は他の鏡と接触すると再度コピーされる。
"While active, taking Hit damage from enemies to your Energy Shield causes you to gain Armour for a short duration. Armour gained from multiple Hits can stack. The total Armour gained from this Skill cannot exceed the Item Armour on your Equipped Armour Items.",アクティブ中、敵からエナジーシールドにヒットダメージを受けるとアーマーを短い間獲得するようになる。複数のヒットから獲得したアーマーはスタックする。このスキルで獲得できる合計アーマーは装備中の防具アイテムのアイテムアーマーを超えることはできない。
"While active, gains Energy when you spend Mana. Using the Invocation once sufficient Energy is gathered will consume the Energy to create visages which attack once with a socketed Shapeshifting Attack, creating multiple visages if it has enough Energy.",アクティブ中、マナを使用することでエネルギーを獲得する。十分なエネルギーが貯まった時にインヴォケーションを使用するとエネルギーを消費し、ソケットされたシェープシフトアタックを一度だけ使用するヴィセージを生成する。エネルギーが十分あれば複数のヴィセージを生成できる。
"Attach a Toxic Pustule to the enemy, which Detonates after a delay, dealing Attack damage. They can also be Poisoned, causing them to Detonate faster and more violently.",毒の膿疱を敵に付着させ、それは遅延の後に爆発し、アタックダメージを与える。その膿疱にも毒を付与することができ、それにより爆発が早くなり、より強烈になる。
"Creates a deadly slash towards the target, dealing Attack damage which is not based on your Weapon.",対象に向かってデッドリースラッシュを行い、武器ダメージを参照しないアタックダメージを与える。
