source,translation
Magnetic Salvo,マグネティックサルヴォ
Freezing Salvo,フリージングサルヴォ
Berserk,バーサーク
Herald of Plague,ヘラルドオブプレイグ
Herald of Blood,ヘラルドオブブラッド
Withering Presence,ウィザリングプレゼンス
Ravenous Swarm,ラヴェナススウォーム
Mirage Deadeye,ミラージュデッドアイ
Mirage Archer,ミラージュアーチャー
Combat Frenzy,コンバットフレンジー
Cast on Block,ブロック時キャスト
Curse on Block,ブロック時呪い
Gathering Storm,ギャザリングストーム
Branching Fissures I,枝分かれする亀裂 I
Branching Fissures II,枝分かれする亀裂 II
Upheaval I,隆起 I
Upheaval II,隆起 II
Kaom's Madness,カオムの狂気
Lasting Ground,領域持続
Ricochet I,跳弾 I
Ricochet II,跳弾 II
Ricochet III,跳弾 III
Urgent Totems I,トーテム高速設置 I
Urgent Totems II,トーテム高速設置 II
Urgent Totems III,トーテム高速設置 III
Long Fuse I,遅延起爆 I
Long Fuse II,遅延起爆 II
Payload,二重起爆
Potent Exposure,曝露ブースト
Reinforced Totems I,トーテム補強 I
Reinforced Totems II,トーテム補強 II
Considered Casting,熟考詠唱
Wildshards I,ワイルドシャード I
Wildshards II,ワイルドシャード II
Sione's Temper,シオネの闘志
Icicle,氷柱
Glacier,氷塊
Heft,重撃
Rising Tempest,嵐の連鎖
Extraction,ライフ抽出
Astral Projection,アストラルプロジェクション
Practiced Combo,手慣れたコンボ
Leverage,レバレッジ
Culmination I,究極の一撃 I
Culmination II,究極の一撃 II
Potential,ポテンシャル
Expanse,効果範囲拡張
Excise,精密攻撃
Execrate,凶撃
Energy Retention,エネルギー温存
Ferocity,獰猛
Sacrificial Offering,犠牲のオファリング
Guatelitzi's Ablation,グアテリッツィの切除
Danse Macabre,死の舞踏
Energy Capacitor,エネルギーキャパシター
Boundless Energy I,無尽蔵のエネルギー I
Boundless Energy II,無尽蔵のエネルギー II
Harmonic Remnants I,共鳴のレムナント I
Harmonic Remnants II,共鳴のレムナント II
Fluke,偶発トリガー
Ixchel's Torment,イシュチェルの苦悩
Zenith I,ゼニス I
Zenith II,ゼニス II
Bidding I,命令 I
Bidding II,命令 II
Bidding III,命令 III
Flow,コンボ継続
Adhesive Grenades I,粘着グレネード I
Adhesive Grenades II,粘着グレネード II
Adhesive Grenades III,粘着グレネード III
Commandment,命令集中
Retaliate I,報復 I
Retaliate II,報復 II
Tremors,余震追加
Salvo,サルヴォ
Cadence,ケイデンス
Volt,ボルト
Bone Shrapnel,ボーンシュラプネル
Alignment I,方向一致 I
Alignment II,方向一致 II
Alignment III,方向一致 III
Derange,知性代償
Charged Shots I,チャージショット I
Charged Shots II,チャージショット II
Profanity I,死体冒涜 I
Profanity II,死体冒涜 II
Burgeon I,チャネリング蓄積 I
Burgeon II,チャネリング蓄積 II
Steadfast I,チャネリング中頑強 I
Steadfast II,チャネリング中頑強 II
Flamepierce,発火貫通
Freezefork,凍結分岐
Stormchain,感電連鎖
Verglas,氷晶破壊
Embitter,冷気獲得
Battershout,破壊のウォークライ
Nadir,下限
Abiding Hex,持続する呪術
Rusted Spikes,錆びた釘
Crazed Minions,狂乱のミニオン
Spectral Volley,スペクトラルボレー
Rally,戦意高揚
Hoarfrost,霜化
Deathmarch,死の行進
Acrimony,蝕み
Concoct I,出血薬品 I
Concoct II,出血薬品 II
Ambrosia,電撃薬品 I
Ambrosia II,電撃薬品 II
Persistent Ground I,永続領域 I
Persistent Ground II,永続領域 II
Persistent Ground III,永続領域 III
Selfless Remnants,献身のレムナント
Remnant Potency I,レムナントブースト I
Remnant Potency II,レムナントブースト II
Remnant Potency III,レムナントブースト III
Reverberate,余震増幅
Clash,死闘
Malady,毒血交換
Dazzle,目眩まし
Syzygy,天体直列
Unyielding,不屈のライフ回収
Desperation,必死の一撃
Overextend,無理の代償
Excoriate,追い打ち
Unbending,不動の詠唱
Retreat I,後退 I
Retreat II,後退 II
Retreat III,後退 III
Pursuit I,追撃 I
Pursuit II,追撃 II
Pursuit III,追撃 III
Overreach,範囲超過
Commiserate,状態異常転嫁
Blindside,死角攻撃
Hit and Run,ヒットエンドラン
Defy I,幸運の反抗 I
Defy II,幸運の反抗 II
Crackling Barrier,帯電障壁
Volatility,ボラティリティ
Muster,招集
Hulking Minions,ミニオン巨大化
Caltrops,マキビシ
Haemocrystals,血の結晶
Spar,スパーリング
Dauntless,断固の一撃
Magnetic Remnants,磁石のレムナント
Ancestral Call I,アンセストラルコール I
Ancestral Call II,アンセストラルコール II
Ancestral Call III,アンセストラルコール III
Quill Burst,クイルバースト
Unsteady Tempo,アンステディテンポ
Ancestral Aid,アンセストラルエイド
Shocking Leap,感電ジャンプ
Barbs I,棘による報復 I
Barbs II,棘による報復 II
Barbs III,棘による報復 III
Rime,氷霜
Arms Length,間合い保持
Charm Bounty,チャームバウンティ
Thornskin I,棘皮 I
Thornskin II,棘皮 II
Mysticism I,秘術の障壁 I
Mysticism II,秘術の障壁 II
Direstrike I,ダイアストライク I
Direstrike II,ダイアストライク II
Upwelling I,溢れる魔力の加護 I
Upwelling II,溢れる魔力の加護 II
Warm Blooded,温血
Cool Headed,冷血
Strong Hearted,強心
Refraction I,屈折装甲 I
Refraction II,屈折装甲 II
Refraction III,屈折装甲 III
Cirel's Cultivation,シレルの栽培
Greatwood II,大樹 II
Splinter Totem I,トーテム分裂 I
Splinter Totem II,トーテム分裂 II
Untouchable,アンタッチャブル
Unabating,堅守
Punch Through,正拳狙撃
Rip,切り裂き
Tear,追い裂き
Brink I,スタン狙い I
Brink II,スタン狙い II
Tireless,持続のウォークライ
Volcanic Eruption,ボルカニックエラプション
First Blood,ファーストブラッド
Frenzied Riposte,狂乱の切り返し
Hobble,鈍足
Heightened Charges,チャージブースト
Incision,切開
Catharsis,カタルシス
Delayed Gratification,条件の報酬
Loyalty,忠誠
Romira's Requital,ロミラの報い
Rearm I,再配置 I
Rearm II,再配置 II
Delayed Reaction,遅延反応
Volatile Power,ボラタイルパワー
Gambleshot,ギャンブルショット
Unerring Power,精確な一撃
Impale,串刺し
Perfection,パーフェクション
Deliberation,歩行狙撃
See Red,激昂出血
Short Fuse I,短縮起爆 I
Short Fuse II,短縮起爆 II
Undermine,重傷崩し
Outmaneuver,崩し打ち
Mark for Death,死の呪印
Mark for Death II,死の呪印 II
Tumult,狂乱の破壊
Admixture,毒血連携
Stoicism I,不動の覚悟 I
Stoicism II,不動の覚悟 II
Relentless Rage,憤怒温存
Brambleslam,荊棘のスラム
Inhibitor,チャージ消費抑制
Static Shocks,スタティックショック
Hardy Totems I,頑強なトーテム I
Hardy Totems II,頑強なトーテム II
Tawhoa's Tending,タウホアの加護
Encroaching Ground,侵蝕する領域
Whirlwind Lance,ワールウィンドランス
Primal Strikes,プライマルストライク
Cull The Weak,カルザウィーク
Fangs of Frost,ファングオブフロスト
Wind Serpent's Fury,ウィンドサーペントの怒り
Rake,レーキ
Bloodhound's Mark,ブラッドハウンドの呪印
Tame Beast,テイムビースト
Spear of Solaris,スピアオブソラリス
Storm Lance,ストームランス
Parry,パリィ
Elemental Sundering,エレメンタルサンダーリング
Companion: {0},コンパニオン：{0}
Cast on Charm Use,チャーム使用時キャスト
Trinity,トリニティ
Rotten Satchel Charge,劣化した梱包爆薬
Trail of Caltrops,トレイルオブカルトロップ
Elemental Surge,エレメンタルサージ
Chaotic Surge,カオティックサージ
Thundergod's Wrath,雷神の怒り
Fire Spell on Hit,ヒット時火スペル
Manifest Weapon,マニフェストウェポン
Supporting Fire,サポーティングファイヤー
Temper Weapon,テンパーウェポン
Void Illusion,ヴォイドイリュージョン
Convalescence,コンヴァレッセンス
Removed Skill,取り除かれたスキル
Gemini Surge,ジェミニサージ
Wing Blast,ウィングブラスト
Bursting Fen Toad,バースティングフェントード
Oil Barrage,オイルバラージ
Iron Ward,アイアンワード
Flame Breath,フレイムブレス
Entangle,エンタングル
Ice Fragments,アイスフラグメント
Shred,シュレッド
Fury of the Mountain,フューリーオブザマウンテン
Cross Slash,クロススラッシュ
Icestorm,アイスストーム
Pinnacle of Power,ピナクルオブパワー
Requiem,レクイエム
Lunar Assault,ルナーアサルト
Heart of Ice,ハートオブアイス
Primal Avatar,プライマルアバター
Devour,デバウアー
Thrashing Vines,スラッシングヴァイン
Lunar Blessing,ルナーブレッシング
Arctic Howl,アークティックハウル
Living Lightning,リビングライトニング
Living Lightning II,リビングライトニング II
Frozen Spite,フローズンスパイト
Electromagnetism,エレクトロマグネティズム
Dominus' Grasp,ドミナスの掌握
Flame Pillar,火柱
Streamlined Rounds,効率化弾薬
Perfected Endurance,パーフェクトエンデュランス
Enduring Impact I,断固の一撃 I
Enduring Impact II,断固の一撃 II
Crater,クレーター
Vanguard I,ヴァンガード I
Vanguard II,ヴァンガード II
Crystalline Shards,結晶の破片
Skittering Stone I,這いまわる石 I
Skittering Stone II,這いまわる石 II
Dialla's Desire,ディアーラの欲望
Kalisa's Crescendo,カリサのクレッシェンド
Durability,耐久性
Xoph's Pyre,ゾフの火葬
Esh's Radiance,エシュの輝き
Tul's Stillness,トゥルの静寂
Uul-Netol's Embrace,ウール・ネトルの抱擁
Rakiata's Flow,ラキアタの流れ
Rigwald's Ferocity,リグワルドの獰猛
Uhtred's Exodus,ウートレドの大移動
Uhtred's Omen,ウートレドの前兆
Uhtred's Augury,ウートレドの予兆
Daresso's Passion,ダレッソの熱情
Atziri's Allure,アッツィリの魅惑
Atziri's Call,アッツィリの呼び声
Atziri's Communion,アッツィリの交感
Atziri's Impatience,アッツィリの短気
Tacati's Ire,タカティの怒り
Zarokh's Refrain,ザロクの反復
Garukhan's Resolve,ガルカーンの決意
Kurgal's Leash,クルガルの鎖
Kulemak's Dominion,クーラマクの支配
Amanamu's Tithe,アマナムの十分の一税
Varashta's Blessing,ヴァラシュタの祝福
Arbiter's Ignition,アービターの着火
Arakaali's Lust,アラカーリの肉欲
Dreamer's Knell,夢見人の弔鐘
Tasalio's Rhythm,タサリオのリズム
Xibaqua's Rending,シバクアの引き裂き
Khatal's Rejuvenation,カタルの活力
Morgana's Tempest,モルガナのテンペスト
Her Declaration,彼女の宣言
Prototype Seventeen,プロトタイプ17号
Seraph's Heart,セラフの心臓
Uhtred's Rite,ウートレドの儀式
Trickster's Shard,トリックスターの破片
Arbiter's Reach,アービターの射程
Tangmazu's Thurible,タングマズの香炉
Esh's Prowess,エシュの武勇
Breachlord's Rift,ブリーチロードの亀裂
Breachlord's Amalgam,ブリーチロードの融合体
Vruun's Aftermath,ヴルーンの余波
Vruun's Inevitability,ヴルーンの必然
Uhtred's Constellation,ウートレドの星座
Medved's Felling,メドヴェッドの伐採
Vorana's Siege,ヴォラナの包囲
Styrn's Mountain,スターンの山
Styrn's Ferocity,スターンの獰猛さ
Styrn's Anthem,スターンの賛歌
Catha's Brilliance,キャサの輝き
Mórrigan's Insight,モリガンの洞察
Tul's Avalanche,トゥルの雪崩
Forge Hammer,フォージハンマー
Mortar Cannon,モルタルキャノン
Brother's Gift,兄弟からの贈り物
Gnawed Jawbone,噛み切られた顎骨
Preserved Jawbone,保存された顎骨
Ancient Jawbone,古代の顎骨
Gnawed Rib,噛み切られた肋骨
Preserved Rib,保存された肋骨
Ancient Rib,古代の肋骨
Gnawed Collarbone,噛み切られた鎖骨
Preserved Collarbone,保存された鎖骨
Ancient Collarbone,古代の鎖骨
Preserved Cranium,保存された頭蓋骨
Preserved Vertebrae,保存された背骨
Altered Collarbone,変質した鎖骨
Fulmination,フルミネーション
Ancestral Cry,アンセストラルクライ
Primal Bounty,プライマルバウンティ
Feast of Flesh,フィーストオブフレッシュ
Toxic Domain,トキシックドメイン
Navira's Oasis,ナヴィラのオアシス
Spellslinger,スペルスリンガー
Ice-Tipped Arrows,アイスティップアロー
Valako's Charge,ヴァラコチャージ
Crackling Palm,クラックリングパーム
Future-Past,時の交差
Runic Tempering,ルーニックテンパリング
Uncut Skill Gem (Level 2),スキルジェムの原石 (レベル2)
Uncut Skill Gem (Level 3),スキルジェムの原石 (レベル3)
Uncut Skill Gem (Level 4),スキルジェムの原石 (レベル4)
Uncut Skill Gem (Level 5),スキルジェムの原石 (レベル5)
Uncut Skill Gem (Level 6),スキルジェムの原石 (レベル6)
Uncut Skill Gem (Level 7),スキルジェムの原石 (レベル7)
Uncut Skill Gem (Level 8),スキルジェムの原石 (レベル8)
Uncut Skill Gem (Level 9),スキルジェムの原石 (レベル9)
Uncut Skill Gem (Level 10),スキルジェムの原石 (レベル10)
Uncut Skill Gem (Level 11),スキルジェムの原石 (レベル11)
Uncut Skill Gem (Level 12),スキルジェムの原石 (レベル12)
Uncut Skill Gem (Level 13),スキルジェムの原石 (レベル13)
Uncut Skill Gem (Level 14),スキルジェムの原石 (レベル14)
Uncut Skill Gem (Level 15),スキルジェムの原石 (レベル15)
Uncut Skill Gem (Level 16),スキルジェムの原石 (レベル16)
Uncut Skill Gem (Level 17),スキルジェムの原石 (レベル17)
Uncut Skill Gem (Level 18),スキルジェムの原石 (レベル18)
Uncut Skill Gem (Level 19),スキルジェムの原石 (レベル19)
Uncut Skill Gem (Level 20),スキルジェムの原石 (レベル20)
Uncut Support Gem (Level 1),サポートジェムの原石 (レベル1)
Uncut Support Gem (Level 2),サポートジェムの原石 (レベル2)
Uncut Support Gem (Level 3),サポートジェムの原石 (レベル3)
Uncut Support Gem (Level 4),サポートジェムの原石 (レベル4)
Uncut Support Gem (Level 5),サポートジェムの原石 (レベル5)
Uncut Spirit Gem (Level 4),スピリットジェムの原石 (レベル4)
Uncut Spirit Gem (Level 5),スピリットジェムの原石 (レベル5)
Uncut Spirit Gem (Level 6),スピリットジェムの原石 (レベル6)
Uncut Spirit Gem (Level 7),スピリットジェムの原石 (レベル7)
Uncut Spirit Gem (Level 8),スピリットジェムの原石 (レベル8)
Uncut Spirit Gem (Level 9),スピリットジェムの原石 (レベル9)
Uncut Spirit Gem (Level 10),スピリットジェムの原石 (レベル10)
Uncut Spirit Gem (Level 11),スピリットジェムの原石 (レベル11)
Uncut Spirit Gem (Level 12),スピリットジェムの原石 (レベル12)
Uncut Spirit Gem (Level 13),スピリットジェムの原石 (レベル13)
Uncut Spirit Gem (Level 14),スピリットジェムの原石 (レベル14)
Uncut Spirit Gem (Level 15),スピリットジェムの原石 (レベル15)
Uncut Spirit Gem (Level 16),スピリットジェムの原石 (レベル16)
Uncut Spirit Gem (Level 17),スピリットジェムの原石 (レベル17)
Uncut Spirit Gem (Level 18),スピリットジェムの原石 (レベル18)
Uncut Spirit Gem (Level 19),スピリットジェムの原石 (レベル19)
Uncut Spirit Gem (Level 20),スピリットジェムの原石 (レベル20)
Thaumaturgic Flux (Level 1),ソーマタージ・フラックス (レベル1)
Thaumaturgic Flux (Level 2),ソーマタージ・フラックス (レベル2)
Thaumaturgic Flux (Level 3),ソーマタージ・フラックス (レベル3)
Thaumaturgic Flux (Level 4),ソーマタージ・フラックス (レベル4)
Thaumaturgic Flux (Level 5),ソーマタージ・フラックス (レベル5)
Thaumaturgic Flux (Level 6),ソーマタージ・フラックス (レベル6)
Thaumaturgic Flux (Level 7),ソーマタージ・フラックス (レベル7)
Thaumaturgic Flux (Level 8),ソーマタージ・フラックス (レベル8)
Thaumaturgic Flux (Level 9),ソーマタージ・フラックス (レベル9)
Thaumaturgic Flux (Level 10),ソーマタージ・フラックス (レベル10)
Thaumaturgic Flux (Level 11),ソーマタージ・フラックス (レベル11)
Thaumaturgic Flux (Level 12),ソーマタージ・フラックス (レベル12)
Thaumaturgic Flux (Level 13),ソーマタージ・フラックス (レベル13)
Thaumaturgic Flux (Level 14),ソーマタージ・フラックス (レベル14)
Thaumaturgic Flux (Level 15),ソーマタージ・フラックス (レベル15)
Thaumaturgic Flux (Level 16),ソーマタージ・フラックス (レベル16)
Thaumaturgic Flux (Level 17),ソーマタージ・フラックス (レベル17)
Thaumaturgic Flux (Level 18),ソーマタージ・フラックス (レベル18)
Thaumaturgic Flux (Level 19),ソーマタージ・フラックス (レベル19)
Thaumaturgic Flux (Level 20),ソーマタージ・フラックス (レベル20)
His Winnowing Flame,ヒズウィノーイングフレイム
His Foul Emergence,ヒズフォウルエマージェンス
Siphon Elements,サイフォンエレメント
Frost Darts,フロストダーツ
Elemental Weakness,エレメンタルウィークネス
His Grave Command,ヒズグレーブコマンド
Soul Crystal: {0},ソウルクリスタル: {0}
Warden's Ledger,看守の帳簿
Molten One's Gift,モルテンワンの贈り物
Makoru's Logbook,マコルのログブック
Vorana's Logbook,ヴォラナのログブック
Uhtred's Logbook,ウートレドのログブック
Olroth's Logbook,オルロスのログブック
Journey to the East,東方への旅
Depleted Mana Rune,枯渇したマナルーン
Infused Mana Rune,充填されたマナルーン
Abyssal Apparition,アビサルアパリション
Creeping Chill,クリーピングチル
Briarpatch,ブライアパッチ
Eternal Rage,エターナルレイジ
Savage Fury,サベージフューリー
Walking Calamity,ウォーキングカラミティ
The Stars Answer,スターアンサー
Guarding Arm,守護の腕
Combat Arm,戦闘の腕
Caster Arm,キャスターの腕
Decrepifying Arm,衰弱の腕
Deflective Arm,偏向の腕
Commanding Arm,号令の腕
Evasive Leg,回避の脚
Sprinters Leg,疾走の脚
Sturdy Leg,頑丈な脚
Surefooted Leg,堅脚の脚
Calm Leg,冷静の脚
Restorative Leg,回復の脚
Apocalypse,アポカリプス
Mark of Siphoning,吸収の呪印
Mark of Siphoning II,吸収の呪印 II
Thrill of the Kill,スリルオブキル
Thrill of the Kill II,スリルオブキル II
Exposing Cry,曝露のクライ
Opening Move,先制の一手
Accelerated Growth,成長の加速
Accelerated Growth II,成長の加速 II
Fan The Flames,ファンザフレイム
Fan The Flames II,ファンザフレイム II
Coursing Current,雷の奔流
Mirror of Refraction,屈折の鏡
Barkskin,バークスキン
Feral Invocation,フェラルインヴォケーション
Poison Spores,毒胞子
Deadly Resolve,決死の覚悟
Advancing Storm,進行する嵐
Echoing Cry,反響のクライ
Gorge,貪食
Empowered Sparks I,強化のスパーク I
Empowered Sparks II,強化のスパーク II
Controlled Hazard,ハザード制御
Brittle Armour,脆弱なアーマー
Rending Apex,裂傷の頂点
Practical Magic I,実践的魔術 I
Practical Magic II,実践的魔術 II
Blazing Critical,灼熱のクリティカル
Concussive Spells,衝撃のスペル
Eternal Mark,呪印永続化
Catalysing Elements,カタライジングエレメンツ
Nova Projectiles II,ノヴァの投射物 II
Charged Mark,電荷の呪印
Minion Splash I,ミニオンスプラッシュ I
Minion Splash II,ミニオンスプラッシュ II
Archon of Chayula,アルコンオブチャユラ
Wildwood's Gifts,ワイルドウッドギフト
The Head of Vruun,ブルーンの首
Righteous Descent,ライチャスデセント
Starborn Onslaught,スターボーンオンスロート
Azmerian Swarms,アズメリスウォーム
DNT MistRavenCompanionSwoop,DNT-UNUSED MistRavenCompanionSwoop
Harbinger of Madness,ハービンジャーオブマッドネス
Red Packet,レッドパケット
DNT Box Scour,DNT-UNUSED Box Scour
Soaring Midnight,ソアリングミッドナイト
Spirit Vessel,スピリットヴェセル
Verisium,ヴェリシウム
Exceptional Verisium,希少なヴェリシウム
Mutated Verisium,変異したヴェリシウム
Corrupted Verisium,コラプト化したヴェリシウム
Founders Verisium,創設者のヴェリシウム
Medved's Crest of the Circle,メドヴェッドの円環の紋章
Vorana's Crest of the Scythe,ヴォラナの黒鎌の紋章
Uhtred's Crest of the Chalice,ウートレドの聖杯の紋章
Olroth's Crest of the Sun,オルロスの太陽の紋章
Runic Alloy,ルーンの合金
Adaptive Alloy,適応の合金
Protective Alloy,保護の合金
Expansive Alloy,拡張の合金
Swift Alloy,迅速の合金
Cyclonic Alloy,旋風の合金
Prismatic Alloy,プリズム合金
Mystic Alloy,神秘の合金
Sovereign Alloy,王権の合金
Celestial Alloy,天体の合金
Transcendent Alloy,超越の合金
The Runebinder's Alloy,ルーンバインダーの合金
The Runefather's Alloy,ルーンファーザーの合金
Venerable Starlit Ore,由緒ある星明りの鉱石
Revered Starlit Ore,崇敬される星明りの鉱石
Veridical Starlit Ore,真実の星明りの鉱石
Warding Starlit Ore,防護の星明りの鉱石
Starlit Ore,星明りの鉱石
Blazing Flux,火炎フラックス
Chilling Flux,冷却フラックス
Crackling Flux,雷撃フラックス
Void Flux,虚無フラックス
Liquid Verisium,リキッドヴェリシウム
Lesser Ward Rune,レッサーワードルーン
Ward Rune,ワードルーン
Greater Ward Rune,グレーターワードルーン
Perfect Ward Rune,パーフェクトワードルーン
Lesser Charging Rune,レッサーチャージルーン
Charging Rune,チャージルーン
Greater Charging Rune,グレーターチャージルーン
Perfect Charging Rune,パーフェクトチャージルーン
Warding Rune of Reinforcement,補強のワードルーン
Warding Rune of Protection,保護のワードルーン
Warding Rune of Disintegration,分解のワードルーン
Warding Rune of Desperation,窮地のワードルーン
Warding Rune of Symbiosis,共生のワードルーン
Warding Rune of Courage,勇気のワードルーン
Warding Rune of Stability,安定のワードルーン
Warding Rune of Glancing,浅い傷のワードルーン
Warding Rune of Heart,心臓のワードルーン
Warding Rune of Nourishment,滋養のワードルーン
Warding Rune of Annihilation,殲滅のワードルーン
Warding Rune of Armature,骨組みのワードルーン
Warding Rune of Obsession,執着のワードルーン
Warding Rune of Equinox,分点のワードルーン
Warding Rune of Salvaging,回収のワードルーン
Warding Rune of Bodyguards,護衛のワードルーン
Warding Rune of Hollowing,空洞のワードルーン
Passion of Aldur,アルダーの情熱
Breath of Aldur,アルダーの息吹
Ire of Aldur,アルダーの怒り
Betrayal of Aldur,アルダーの裏切り
Ancient Rune of Splinters,破片の古代ルーン
Ancient Rune of Dueling,決闘の古代ルーン
Ancient Rune of the Titan,タイタンの古代ルーン
Ancient Rune of Shattering,破砕の古代ルーン
Ancient Rune of Prowess,武勇の古代ルーン
Ancient Rune of Control,制御の古代ルーン
Ancient Rune of Discovery,発見の古代ルーン
Ancient Rune of Decay,腐敗の古代ルーン
Ancient Rune of Witchcraft,妖術の古代ルーン
Ancient Rune of the Horde,大群の古代ルーン
Ancient Rune of Animosity,敵意の古代ルーン
Ancient Rune of Detonation,起爆の古代ルーン
Ancient Rune of Retaliation,報復の古代ルーン
Rune of Vitality,生命力のルーン
Rune of the Hunt,狩猟のルーン
Rune of Acrobatics,軽業のルーン
Rune of Culmination,集大成のルーン
Rune of Renown,名声のルーン
Rune of Accumulation,蓄積のルーン
Rune of Foundations,基礎のルーン
Rune of the Prism,プリズムのルーン
Rune of the Blossom,開花のルーン
Rune of Consistency,一貫性のルーン
Rune of Reach,射程のルーン
Rune of Vital Flame,生命の炎のルーン
Rune of Confrontation,対峙のルーン
DNT-Unused Rune of Wild Ferocity,野生の獰猛さのルーン
DNT-Unused Rune of Partnership,連携のルーン
DNT-Unused Rune of Reverberation,反響のルーン
DNT-Unused Rune of Vital Flame,生命の炎のルーン
DNT-Unused Rune of Confrontation,対峙のルーン
DNT-Unused Rune of Chance,偶然のルーン
DNT-Unused Rune of Confidence,自信のルーン
DNT-Unused Rune of Duplication,複製のルーン
Perfect Flux,パーフェクトフラックス
Serle's Triumph,セールの凱旋
Cadigan's Epiphany,カディガンの啓示
Astrid's Creativity,アストリッドの創造性
Uhtred's Sidereus,ウートレドの星読み
Kolr's Hunt,コルの狩り
Vorana's Carnage,ヴォラナの虐殺
Thrud's Might,スルードの力
Medved's Tending,メドヴェッドの世話
Katla's Gloom,カトラの陰鬱
Aldur's Legacy,アルダーの遺産
Legacy of Bramblejack,ブランブルジャックの遺産
Legacy of Blackbraid,黒い組紐の遺産
Legacy of Edyrn's Tusks,エディルンの牙の遺産
Legacy of Kingsguard,キングスガードの遺産
Legacy of Bristleboar,毛深い猪の遺産
Legacy of Foxshade,フォックスシェードの遺産
Legacy of Ashrend,アッシュレンドの遺産
Legacy of Briskwrap,ブリスクラップのルーン
Legacy of The Unleashed,解き放たれし者の遺産
Legacy of Horns of Bynden,ビンデンの角笛の遺産
Legacy of Wings of Caelyn,ケイリンの翼の遺産
Legacy of Ezomyte Peak,エゾマイトピークの遺産
Legacy of Deidbell,ディードベルの遺産
Legacy of Elevore,エレボアーの遺産
Legacy of Starkonja's Head,スターコンジャの頭の遺産
Legacy of Crown of Thorns,茨の冠の遺産
Legacy of Greymake,グレイメイクの遺産
Legacy of Erian's Cobble,エリアンの玉石の遺産
Legacy of The Smiling Knight,微笑む騎士の遺産
Legacy of The Vile Knight,卑劣な騎士の遺産
Legacy of Northpaw,北の脚の遺産
Legacy of Candlemaker,キャンドルメーカーの遺産
Legacy of Deathblow,デスブローの遺産
Legacy of Legionstride,リージョンストライドの遺産
Legacy of Trampletoe,踏みつぶす爪先の遺産
Legacy of Briarpatch,ブライアパッチの遺産
Legacy of Bushwhack,ブッシュワックの遺産
Legacy of Wanderlust,ワンダーラストの遺産
Legacy of The Knight-errant,放浪騎士の遺産
Legacy of Obern's Bastion,オバーンの砦の遺産
Legacy of Dionadair,ディオナデアの遺産
Legacy of Wulfsbane,ウルフスベインの遺産
Legacy of Chernobog's Pillar,チェルノボグの柱の遺産
Legacy of Alkem Eira,アルケム・エイラの遺産
Legacy of Oaksworn,楢の誓いの遺産
Legacy of Dunkelhalt,ダンケルハルトの遺産
Legacy of Rondel de Ezo,ロンデル・デ・エゾの遺産
Legacy of Brynhand's Mark,ブリンハンドの印の遺産
Legacy of Trenchtimbre,トレンチティンバーの遺産
Legacy of Mjölner,ミョルナーの遺産
Legacy of Twisted Empyrean,歪んだ天空の遺産
Legacy of Hoghunt,豚狩りの遺産
Legacy of Hrimnor's Hymn,フリムノーの聖歌の遺産
Legacy of Brain Rattler,脳揺らしの遺産
Legacy of Lifesprig,ライフスプリグの遺産
Legacy of Duality,二面性の遺産
Legacy of Tyranny's Grip,圧政の手の遺産
Legacy of The Sentry,哨兵の遺産
Legacy of Adonia's Ego,アドニアのエゴの遺産
Legacy of Cursecarver,呪い刻みの遺産
Legacy of Dusk Vigil,夕闇の番の遺産
Legacy of The Blood Thorn,血の棘の遺産
Legacy of Quill Rain,針の雨の遺産
Legacy of Ironbound,アイアンバウンドの遺産
Legacy of Amor Mandragora,マンドラゴラの愛の遺産
Legacy of Spiteful Floret,悪意の小花の遺産
Legacy of Svalinn,スヴァリンの遺産
Legacy of Keeper of the Arc,アークの守り手の遺産
Legacy of Olrovasara,オルロヴァサラの遺産
Legacy of A Worthy Foe,ふさわしい相手の遺産
Legacy of Serle's Grit,サールの根性の遺産
Legacy of Runeseeker's Call,ルーンシーカーの呼び声の遺産
Legacy of Facebreaker,フェースブレーカーの遺産
Olroth's Boon,オルロスの恩恵
Vorana's Boon,ヴォラナの恩恵
Uhtred's Boon,ウートレドの恩恵
Medved's Boon,メドヴェッドの恩恵
Midnight Zenith,ミッドナイトゼニス
Kinetic Bash,キネティックバッシュ
Lavish Wombgift,豪華な母胎ギフト
Ornate Wombgift,装飾の母胎ギフト
Banded Wombgift,帯飾りの母胎ギフト
Signet Wombgift,印章の母胎ギフト
Revelatory Wombgift,啓示の母胎ギフト
Verisium Sentry,ヴェリシウムセントリー
Concussive Runes,コンカッシブルーン
Leylines,レイライン
Frostflame Nova,フロストフレイムノヴァ
Hollow Shell,ホロウシェル
Molten Shower,モルテンシャワー
Runic Infusion,ルーニックインフュージョン
Olroth's Hubris,オルロスの驕り
Runeforged Blades,ルーンフォージブレード
Powered by Verisium,パワードバイヴェリシウム
Refutation,リフュテーション
Repulsion,リパルジョン
Triskelion Cascade,トリスケリオン・カスケード
Gelid Palm,ジェリッドパーム
Skyfall,スカイフォール
Detonate Living,デトネートリビング
Animus Exchange,アニムスエクスチェンジ
Bitter Dead,ビターデッド
Eternal March,エターナルマーチ
Grim Pillars,グリムピラー
Verisium Manifestations,ヴェリシウムマニフェステーション
Remnants of Kalguur,レムナントオブカルグール
Runic Extraction,ルーンの抽出
Wardbound Minions,ワードバウンドミニオン
