source,translation
"""Long ago, a traitor was promised this mythical elixir. We consider her a fool for
believing it exists, but if it does... I would certainly like to take a sip and find out.""",「大昔、ある裏切り者がこの神話の霊薬を約束された。それが存在すると信じるとは彼女は愚か者だったと考えてはいるが、だが、もし存在するのならば... 一口飲んで確かめられるなら是非やってみたい。」
"""The lamp is said to contain Aziza, the Fourth Servant of Water. I doubt the tale
is true, but I cannot allow one of our artifacts to fall into Kondor's hands.""",「そのランプには水の第四の下僕、アジザが宿っていると言われている。その話が本当かどうかは疑わしいが、我らのアーティファクトの一つがコンドールの手中に落ちるのを許すわけにはいかない。」
"""The relief depicts some sort of forgotten Maraketh goddess. I have no idea what
the context is. The important thing is that you steal it before Bazira does.""",「このレリーフにはマラケスの忘れられた女神が描かれている。文脈は検討もつかない。大事なのはバジラが盗む前にお前がそれを盗むということだ。」
"""It is said that the Golden Ibis was forged before time itself, before writing, or even
oral history. That's nonsense, of course, but it's still very old, and therefore noteworthy.""",「トキの黄金像は時間や、文字、さらには口承の歴史よりも昔に作られたと言われている。もちろんそれはナンセンスな話だが、それでも非常に古いものでだからこそ注目に値する。」
"""The world is governed by certain natural laws. Science and thaumaturgy are one
and the same. But the crystal... it shouldn't exist. It's not from here. We must have it.""",「世界はある科学法則に支配されている。科学と魔術は同じものなのだ。だが、あのクリスタルは... それは存在しないはずのものだ。この世界のものではない。手に入れなくてはならない。」
"""Are we the only ones who understand the danger? The fools! Living ice absorbs heat
and grows. We must control it properly, lest it spread across all of Wraeclast.""",「危険性を理解しているのは我々だけなのか？愚か者め！命を持つ氷は熱を吸収し成長する。レイクラスト全体に広がらないよう、我らが管理しなければならない。」
"""I have a suspicion that the Maraketh Sekhema of legend, Lundara, is the same historical
figure as the Azmeri and Eternal goddess Lunaris. The Seal may prove that.""",マラケスの伝説のセケマであるルンダラは、アズメリやエターナル帝国の女神ルナリスと同じ、歴史上の人物ではないかと考えているんだ。その封印が証明してくれるかもしれない。」
"""The relief was the first ever depiction of some Maraketh girl named Orbala undertaking her
fifth great adventure. I don't particularly care about the story, I just don't want Bazira to have it.""",「そのレリーフは、オルバラというマラケスの少女が5度目の大冒険を行う様子を描いた、初めてのものだ。物語には特別な興味はなくて、ただそれがバジラのものになるのが嫌なだけだ。」
"""My accursed father owes his children this heirloom. We deserve
to know our culture, just like you full-blooded humans do.""",「呪われた我が父はこの家宝を子孫に残す義務がある。君たち純血の人間のように我らにも我らの文化を知る権利がある。」
"""It is my belief that Solerai, from the Maraketh legend, is Solaris herself in another system of
myths. If I can prove that, I can begin piecing together a true history of the Winter of the World.""",マラケス神話のソレライは、別の神話体型におけるソラリスその人ではないかと信じているんだ。それを証明できれば、世界の冬の真の歴史をつなぎ合わせることができる。」
"""The history of the order of Sin Eaters is shrouded in secrecy and shame.
Nevertheless, history demands truth, even if it takes centuries to be revealed.""",「シンイーター教団の歴史は、秘密と恥辱に包まれている。とはいえ、歴史は真実を求めている、解明されるのに何世紀かかるとしても。」
"""Those Eternal bastards looted everything that wasn't bolted to the floor when we
finally drove them from our island! That candelabra belongs with us!""",永遠の帝国のクソ野郎どもは、俺たちが奴らを島から追い出した時に、床にボルトで固定されてないものは全部略奪していきやがった。その燭台は俺たちのものだ！」
"""By all accounts, the Sword of the Inverse Relic was found aged and rusted,
but is becoming less weathered over time. We really must study its properties.""",「時間が反転した剣の遺物は朽ちて錆びついた状態で発見された。しかし、時間が経つにつれ、風化が減っていっている。我々はその特性を研究しなければならない。」
"""If the skull is real, and not a forgery, then it may show that my people are not the
abominations others believe us to be. The word 'human' may have a broader meaning.""",「もしその頭蓋骨が本物で、作り物でないとしたら、我が種族が、他のものの信じるような忌まわしきものではないことを示せるかもしれない。「人間」という言葉がもっと広い意味を持つようになるのかもしれない。」
"""A great fire once swept the land, and our leaders were turned to ash where they stood.
The urn contains exactly what you think it does, and serves as proof of our long lineage.""",「かつて大火がこの地を焼き払い、我々の指導者は立ったまま灰となった。その骨壷にはお前が考えている通りのものが入っている。我々の長い血統の証拠として役立つはずだ。」
"Only the souls trapped within can bear witness to the Maven's dark proclivities, and they dare not speak up.",内に囚われし魂だけがメイヴンのメイヴンの昏き嗜好を目撃することができ、彼らはそれを語ることを憚る。
"It would be foolish to obey the Maven's demands.
It would also be foolish not to.","「メイヴンの要求に従うのは愚かなことだ。
従わないのもまた愚かなことである。」"
"For those who must not endure it,
there may be found a perverse joy
in watching the struggle for survival.","それを自ら体験する必要の無い者にとって、
生存のためのあがきを眺めることには
ねじ曲がった悦びがあるのだろう。"
"Precious and perilous,
Tantalising and terrible.","貴重で危険、
蠱惑的で破滅的。"
"""The village was locked within its walls,
protected from those who could do them harm,
protected from those who could save them.""","「村は壁の内に閉じ込められ、
彼らを害する者から守られ、
彼らを救える者からも守られた。」"
"""Believing them to have discovered new lands,
they planted their flag in the dirt and called it their own.
A gesture not taken with a great deal of pleasure
by those who already dwelt there.""","「彼らは新たな地を発見したと思い、
土に旗を突き立て彼らのものとした。
先にそこに住んでいた者たちは
その所作を快く思わなかった。」"
"""The first explorers took to the hills to discover the lay of the land,
and watched with wonder as the land undulated, crashed and twisted.""","「最初に着いた探検家たちは地形を見るため丘に登り、
大地が波打ち、ぶつかり、ねじれる光景を驚きながら見つめた。」"
"""Atop the highest peaks, the sunlight pierced but did not warm.
The air choked and did not nourish.
And those that made the trek realised the folly of their desire for greatness.""","「最も高き山頂で、陽光は貫いたが温もりを与えなかった。
大気は息を詰まらせ命を与えなかった。
そしてその旅を行った者たちは偉大さを求める己らの愚かさを理解した。」"
"""Where once a mountain stood there was now but fields and dust.
One by one, the stones were moved and placed with intention,
the consequences borne by the destination and the origin.""","「かつて山が立っていた場所には野原と塵しか残っていない。
一つずつ、石は運ばれ意図を持って配置され、
その結果はその元と先に反映された。」"
"""The Shade walked the land with no end in sight,
no purpose in mind,
but the one it invented to pass the time.""","「暇を潰すために作ったもの以外の
目的を持たず、
影は終わりの見えぬ地を歩み続けた。」"
"""There were seasons in this strange new place, but not of sun and snow.
Seasons of stone that rose and fell like waves.
Seasons of structure and growth and madness and chaos.
Seasons of birth and decay that seemed untethered to cause.""","「この奇妙な新しい場所には季節はあったが、太陽と雪のものではなかった。
波のように上がっては下がる石の季節。
構造と成長と狂気と混沌の季節。
因果を持つようには見えぬ誕生と腐敗の季節。」"
"""For a time, it was thought this place could seed an empire
greater than any in history.
The lands could be tamed, and commanded, they thought.
But control, like all things in that place, was an illusion.""","「一時はこの場所には歴史上の全てを超える
帝国が育つと思われた。
彼らはその地を手懐け、支配することができると思っていた。
だが支配とは、その地の他の全てのものと同様に、幻に過ぎなかった。」"
"""Grand plans were laid for a place called Atzoatl, though fierce bickering between its Architects is said to have stifled its development."" - Icius Perandus, Antiquities Collection, Research Report",「アッツォアトルと呼ばれる場所には壮大な計画があったが、アーキテクトたちの間の強烈な諍いがその発展を妨げたと言われている。」ーイシウス・ペランダス、骨董品コレクション、研究報告書
"The Banished Architect sought to employ all the
darkest secrets of the Vaal... at the same time.","追放されしアーキテクトはヴァールの最も昏き秘密の
数々を全て使おうとした...同時に。"
"The first Karui born on the fringes of the Vaal empire
developed a blood fever born of corruption.","ヴァール帝国の縁で生まれた最初のカルイは
穢れより生まれし血熱を発症した。"
Their three serpentine heads found unity in balance.,三匹の蛇の頭は均衡を求め団結した。
"The High Priests ensured the loyalty of their slaves by habituating
them to narcotic stimulants with lethal withdrawals.","高位神官たちは奴隷たちを死に至る禁断症状の出る覚醒剤に依存させることで
彼らの忠誠を確保した。"
"Man retains sanity and strives toward civilisation
only under the blessed veil of ignorance.","人は神聖なる無知のベールを纏い初めて
正気を保ち文明を目標とすることができる。"
"Crush your enemies with your essence, so that you may drink of theirs.",己の精髄で敵を潰し、相手のそれを飲め。
Bow before her... or suffer the most gruelling death imaginable.,彼女の前に頭を垂れよ...さもなくば想像し得る限りの苦しい死を迎えることになる。
"The priest that carried Yaomac's sigil was
granted one boon by each serpentine head.","ヤオマクの紋章を持つ神官は
それぞれの蛇頭から一つずつ恵みを与えられた。"
Stolen power is still power.,盗んだものでも力は力だ。
The Hated Slave seeks dominion over his own kind.,憎まれし奴隷は同胞の支配を求める。
The Sovereign of the Well seeks dominion over the light.,井戸の王は光の支配を求める。
The Blackblooded seeks dominion over darkness itself.,黒き血の者は闇そのものの支配を求める。
The Liege of the Lightless seeks dominion over the surface dwellers.,光無き者の君主は地上に住む者の支配を求める。
The dance of metal and flesh never ends.,鉄と肉の舞踊はいつまでも終わらない。
"You shall be weighed and measured. You shall be judged...
and perhaps you shall be found worthy.","其方は秤に乗せられ測られる。其方には審判が下される...
そして其方はの価値が認められるかも知れぬ。"
"""Atzoatl was a locus of Corruption, a temple dedicated to the worship of the unspeakable."" - Icius Perandus, Antiquities Collection, Eroded Vaal Orb",「アッツォアトルは穢れの中心、名状しがたきものの崇拝に捧げられた寺院だった。」ーイシウス・ペランダス、骨董品コレクション、風化したヴァールの宝玉
"""When the Vaal discovered power could be gained from sacrificing the living, Atzoatl became a death march for the lower classes."" - Icius Perandus, Antiquities Collection, Obsidian Sacrificial Knife",「ヴァールが生者を生贄に捧げることで力を得られることを発見した時、アッツォアトルは下流階級にとって死の行軍となった。」ーイシウス・ペランダス、骨董品コレクション、黒曜石の儀式用ナイフ
"""In their paranoia, the Architects of Atzoatl hoarded wealth beyond any reasonable measure."" - Icius Perandus, Antiquities Collection, Vaal Golden Idol",「疑心暗鬼となったアッツォアトルのアーキテクトたちは合理性を遥かに超えた富を溜め込んだ。」ーイシウス・ペランダス、骨董品コレクション、ヴァールの黄金の偶像
"""Doryani himself conducted gem research at Atzoatl in its final days. What brilliant discoveries were lost with that temple?"" - Icius Perandus, Antiquities Collection, Third Ciphered Tablet",「アッツォアトルの最後の日々にはドリヤニ本人が宝石の研究を行っていた。どんな素晴らしい発見が寺院と共に失われてしまっただろう？」ーイシウス・ペランダス、骨董品コレクション、三枚目の暗号の石版
"""Much could be learned from the relics said to be kept in Atzoatl. We consider the Vaal ancient, so what did they consider ancient in turn?"" - Icius Perandus, Antiquities Collection, Vaal Mural",「アッツォアトルで保管されていたと言われる遺物からは多くを学ぶことができるだろう。我らはヴァールを古代と呼ぶ。彼らが古代と呼んだものは何だ？」ーイシウス・ペランダス、骨董品コレクション、ヴァールの壁画
"""Evidence suggests that Atzoatl's influence grew great enough that Atziri herself moved her seat of power to within its walls."" - Icius Perandus, Antiquities Collection, Royal Decree cast in Bronze",「アッツィリ本人が境内へと玉座を移すほどにアッツォアトルの影響が大きくなったことを資料は示唆している。」ーイシウス・ペランダス、骨董品コレクション、青銅で鋳造された王令
"""Atzoatl played host to the Cult of the Purple Flame. I do not know what powers they worshipped, but my educated guesses leave me shaken."" - Icius Perandus, Antiquities Collection, Embalmed Claw",「アッツォアトルには紫炎の教団と呼ばれる組織が住んでいた。彼らが何を信仰していたのかは分からぬが、分かることから推測される事実は私を震え上がらせる。」ーイシウス・ペランダス、骨董品コレクション、保存処理されたかぎ爪
"""The Architects intended to research supposed 'Obelisks Beyond Time,' but the Vaal fell before the first obtained monolith was so much as measured."" - Icius Perandus, Antiquities Collection, Crystal Shard",「アーキテクトたちは『時を超えたオベリスク』とやらを研究するつもりだったが、一本目の石柱を測りすらしないままヴァールは滅亡した。」ーイシウス・ペランダス、骨董品コレクション、クリスタルの欠片
"""Trade with lesser cultures, such as the Maraketh and the early Karui, resulted in overflowing vaults full of golden trinkets and elegant jewels."" - Icius Perandus, Antiquities Collection, 'Dekhara's Resolve'",「マラケスや初期のカルイなどのより原始的な文化との貿易により宝庫は黄金の装飾品や優美な宝石で溢れかえった。」ーイシウス・ペランダス、骨董品コレクション、「デカーラの決意」
"""In its last days, the Architects of Atzoatl became increasingly obsessed with fictional lands. Wondrous lands, by their description, but fictional. Very odd."" - Icius Perandus, Antiquities Collection, Unidentified Angular Device",アッツォアトルのアーキテクトたちはその最後の日々に架空の地への執着を強めていった。彼らの記述によれば素晴らしい地だったが、それでも架空の地だ。とても不思議だ。」ーイシウス・ペランダス、骨董品コレクション、用途不明の多角形の装置
"""Zantipi is said to have spent most of his considerable talent devising ambushes that used the promise of treasure as a lure for would-be looters."" - Icius Perandus, Antiquities Collection, Broken Locking Mechanism",「アッツォアトルのアーキテクトたちはその最後の日々に架空の地への執着を強めていった。彼らの記述によれば素晴らしい地だったようだが、所詮は架空の地だ。とても不思議だ。」ーイシウス・ペランダス、骨董品コレクション、用途不明の多面体の装置
"""Merchant carvings of the era consistently reported that the Architects could alter the weather in manners terrifying and incomprehensible."" - Icius Perandus, Antiquities Collection, Trade Record Tablet",「当時の商人たちは揃ってアーキテクトたちが天候に恐ろしく理解不能な影響を与えることができると篆刻している。」ーイシウス・ペランダス、骨董品コレクション、取引記録の石版
"""The Vaal were said to have experimented with fire at Atzoatl, though to what end is unknown."" - Icius Perandus, Antiquities Collection, Charred Parchment",「ヴァールはアッツォアトルで炎を使った実験を行ったと言われているが、その目的は不明である。」ーイシウス・ペランダス、骨董品コレクション、黒焦げの羊皮紙
"""The Architects apparently sought to master lightning. They may have succeeded just before the fall."" - Icius Perandus, Antiquities Collection, Copper Detritus",「アーキテクトたちは雷を支配しようとしたようだ。滅亡の直前に成功した可能性がある。」ーイシウス・ペランダス、骨董品コレクション、銅の破片
"""Their engineering knowledge may have rivaled that of the modern world. The fall of the Vaal no doubt set humanity back a thousand years."" - Icius Perandus, Antiquities Collection, Ancient Gear Interlock",「彼らの工学の知識は現代世界のそれに匹敵したかも知れぬ。ヴァールの滅亡は間違いなく人類を千年は退行させただろう。」ーイシウス・ペランダス、骨董品コレクション、連結した古代の歯車
"""A great many warriors were stationed at Atzoatl, ostensibly due to repeated invasion by something referred to as 'a haunting death.'"" - Icius Perandus, Antiquities Collection, Carved Interment Records",「アッツォアトルに多くの戦士が配置されていたのは『取り憑くような死』と呼ばれるものによる繰り返される侵攻に対応するためだと思われる。」ーイシウス・ペランダス、骨董品コレクション、埋葬記録の篆刻
"""A great many creatures were bred at Atzoatl, ostensibly due to repeated invasion by some kind of horrifying murderous entity."" - Icius Perandus, Antiquities Collection, Fossilized Egg Sac",「アッツォアトルで多くの生き物が養殖されていたのは何らかの恐ろしい殺戮者による繰り返される侵攻に対応するためだと思われる。」ーイシウス・ペランダス、骨董品コレクション、卵嚢の化石
"""At the height of their civilization, the Vaal took to ritual combat to solve all of their disputes. As a result, their surviving warriors were among the best in history."" - Icius Perandus, Antiquities Collection, Rust-coated Sword",「文明の全盛期には、ヴァールは全ての争いを儀式的な決闘で解決していた。結果として、生き残った戦士たちは歴史上最強の者たちとなった。」ーイシウス・ペランダス、骨董品コレクション、錆びついた剣
"""The heart of Atzoatl imbued its denizens with vigour, according to the myths."" - Icius Perandus, Antiquities Collection, Glowing Stone",「伝説ではアッツォアトルの心臓部はその住人たちに活力を与えたと伝えられている。」ーイシウス・ペランダス、骨董品コレクション、光る石
"""Expedition logs suggest quite a few explorers sought Atzoatl over the centuries. The Architects planned against this potential plundering, however, with ingenious and lethal traps."" - Icius Perandus, Antiquities Collection, Corroded Spring Mechanism",「探索の記録によれば何世紀にも渡りかなりの数の探検家がアッツォアトルを探したようだ。しかしアーキテクトたちは巧妙で致命的な罠によってこの略奪の可能性に備えていた。」ーイシウス・ペランダス、骨董品コレクション、腐食したバネ仕掛け
"""The Architects were certainly fond of their ghost stories. The tales almost sound as if the business was taken literally."" - Icius Perandus, Antiquities Collection, Carved Fable",「アーキテクトたちは怪談が大好きだったようだ。まるでその話を本気にしていたような物語ばかりだ。」ーイシウス・ペランダス、骨董品コレクション、寓話の篆刻
"""The Vaal had little concern for the externalities of their engineering. The toxins produced by their manufacturing may have poisoned the entirety of Atzoatl."" - Icius Perandus, Antiquities Collection, Desiccated Corpse of a Vaal Citizen",「ヴァールは工業の外的影響にはあまり関心がなかったようだ。彼らの製造により発生した毒はアッツォアトル全体を侵していたかも知れぬ。」ーイシウス・ペランダス、骨董品コレクション、ヴァール市民の乾燥した死体
"""The Architects sought immortality... perhaps they reside within Atzoatl still..."" - Icius Perandus, Antiquities Collection, Vial of Emerald Water","アーキテクト達は不死を求めた... そして今もアットォアトルの中に住み続けているのだろう。」
―イシウス・ペランダス、骨董品コレクション、エメラルドの水の小瓶"
"""Atzoatl was a place of crude alchemy rather than art."" - Icius Perandus, Antiquities Collection, Urn of Unstable Powder","「アットォアトルは芸術とは呼べない粗雑な錬金術の場であった。」
―イシウス・ペランダス、骨董品コレクション、不安定な粉の壷"
"""Armour crafted at Atzoatl became the envy of the known world."" - Icius Perandus, Antiquities Collection, Ancient Metals","「アットォアトルで造られた鎧は知られている世界で羨望の的となった。」
―イシウス・ペランダス、骨董品コレクション、古代の金属"
"Of ash and avalanche,
in storm and flesh,
we dream of unity.
The time approaches...","灰と雪崩からなり
嵐と肉体の中で
我々は団結を夢見る。
時が近づく..."
"It isn't the twisted transformative power of corruption that makes it so dangerous.
It is its ability to hide in plain sight.","穢れを危険なものにするのは、その捻じ曲げ、変化させる力ではない。
ありふれた風景の中に隠れる能力こそ危険なのだ。"
"The gateway of flesh, horror unbound,
requires a key of madness and pain.","肉体の入り口、解き放たれる恐怖。
狂気と苦痛の鍵が必要だ"
"The minds of men are but motes
on a sea of infinite madness.","人の心は無限の狂気の海の上では
ただの塵でしかない。"
Flesh can be as clay to the properly motivated artist.,"適切な動機を持った芸術家にとって
肉は粘土と同じものになる。"
"The Infinite Hunger awaits in a cosmic stomach where
whole civilisations are digested - but do not die.","果てなき渇望が宇宙の胃袋の中で待ち受けている。
そこでは文明すべてが消化され、しかし死ぬことはない"
"From the heart of the Tangle, the Eater of Worlds
reaches out for control of the Atlas.","タングルの中心から
世界を喰らう者が
アトラスを支配しようと手を伸ばす"
"Once within the grasp of the Black Star,
there can be no escape.","一度黒き星に捕まれば、
逃げ場はない。"
"From the corona of an ancient star,
the Searing Exarch seeks to master the Atlas.","古代の星の光冠から、
灼熱の代行者がアトラスを支配しようとしている。"
"<size:23>{Even though his flame has burned out,
he will never fade away.}","<size:23>{彼の炎は燃え尽きてしまったが、
彼の存在が色褪せる事は決してない。}"
<size:30>{Weapons such as these require a darker kind of forge...},<size:30>{この種の武器を作るにはより闇に近い鍛冶が必要だ...}
Even our most devout beliefs are subtly shaped by our darkest desires.,最も敬虔な信念でさえ、わずかながら最も暗い欲望によって形作られている。
"<size:26>{All things slow under winter's
onslaught - even life itself.}","<size:26>{冬の猛威の下では全てのものはゆっくりになる
生命そのものでさえも。}"
"<size:28>{I cannot contain myself,
but I can barely squeak,
so many words I'd have for you,
if I could only speak!}","<size:28>{自分を抑えることができない
かろうじて鳴き声のような音を出せるだけ
あなたに贈りたい言葉がたくさんあるのに
言葉を発することができたとしたら！}"
"This grelwood heirloom hums softly with latent emotion,
imbued by centuries of songs passed from mother to daughter.",このグレルウッドの家宝は、母から娘へ何世紀にも渡って受け継がれ注がれた感情を秘め、優しく歌う。
"Together, the runes are an oath of peaceful
passage and a request for freedom in
pursuit of an important cause.",共に刻まれることで、ルーンは安全な通行の誓いと、重要な大義の追及における自由の要求となる。
Untouched by fate. Its power waits for a purpose.,運命に触れられていない。その力は目的を待っている。
"The rune on the buckle means
'unity' or 'safety from harm.'",ベルトのバックルに刻まれたルーンは「団結」または「危害からの安全」を意味する。
"The rune at the base of the blade
means 'to strike true' or 'truth.'",剣の根元に刻まれたルーンは「精確に貫け」または「真実」を意味する。
"""Take me to the Trial of the Sekhemas.
I will serve.""","「セケマの試練へ連れて行ってくれ。
仕えよう。」"
The ignoblest of choices.,最も卑しき選択だ。
"Fight enough battles, and it
becomes all but inevitable.","十分な数の戦いを重ねれば、
それは不可避に等しくなる。"
"There is always a chance, however small,
that you might actually succeed.","どれだけ小さくとも、
成功する可能性は必ずある。"
"First and foremost, a Sekhema
must possess strength.","セケマに必要なのは
まずは力だ。"
"The world will seek to crush you and yours.
A Sekhema must have relentless will.","世界はお前とお前のものを潰そうとするだろう。
セケマには容赦なき意志が必要だ。"
"Strength can be outmatched by move and countermove.
A Sekhema must be perceptive and cunning.","力は指し手と応手で上回られる。
セケマには観察力とずる賢さが必要だ。"
"Time is the ultimate power. A true Sekhema must hold in
her heart the truth: only the akhara can carry on forever.
The greatest victory lies in ensuring the next generation.","時こそが究極の力だ。真のセケマはこの真実を心に
留めておく必要がある：永遠に続くことができるのはアカーラだけだ。
最大の勝利とは次の世代を守ることだ。"
"The rune emblazoned on the crest means
'freedom' or 'for a worthy cause.'",兜のこの破片に刻まれたルーンは「自由」または「価値のある大義のために」を意味する。
The cruelty of the Eternals...,永遠なる帝国の残虐さは...
... shall never be forgotten.,...決して忘れてはならない。
"The rune of Authority is said to dim one lunar
cycle after a Count's soul is laid to rest.","権威のルーンは伯爵の魂が安息の眠りについた後、
月の周期が一度回った後に薄暗くなると言われている。"
"An elegantly crafted alchemical tool from a far-off land.
The obsidian material glimmers darkly at certain angles.","遠い国からもたらされた、優雅な造りの錬金術の道具。
黒曜石の素材は、特定の角度から見ると暗く輝く。"
"Melted down and reused repeatedly by centuries of clan smiths,
this steel has seen countless battles in countless forms.",部族の鍛冶職人によって何世紀にも渡って、繰り返し溶かされ再利用されてきた。この鋼は、数えきれないほどの戦いを、数えきれないほどの姿で見てきた。
Corruption often causes crystals to grow in strange places...,穢れはしばしば奇病な場所に結晶を生じさせる...
"The skull of a stolen child, carefully cultivated by the Bog Witch...",沼の魔女により丁寧に洗練された、攫われた子の頭蓋骨だ……
The mind springs forth eternal.,精神とは涸れることなき泉である。
"Bound by ink, upheld by trust.",墨により縛られ、信用により保たれしもの。
Forgework tools belong to Renly and his son.,レンリーと彼の息子の鍛冶道具だ。
"When Orbala drew in a mighty breath and sounded the Horn,
every tent in the whole of the Plains blew wildly open.","オルバラが力強く息を吸い、角笛を吹き鳴らすと
平原中のテントが吹き飛ばされた。"
"It howled alone on the eve of
the first snow. Now, it snarls
forever, heralding the cold.","初雪の前夜、それは一人で遠吠えを上げた。
今、それは永遠に唸り続け、寒気の到来を告げる。"
A sense of gratefulness and peace radiates with warmth.,感謝と平和の感情が暖かく放たれている。
"""Bit of Ezomyte know-how, bit of local herbs...
it's no mythical Welakath, but it'll sustain you.""","「エゾマイトの知識を一つまみ、地元でとれるハーブを一つまみ...
神話に登場するウェラカスには及ばないが、それでもお前を助けてくれる。」"
Age-old ivory from a forgotten era.,忘れ去られた時代の古い象牙。
"It burns with the primordial heat
of a long-ago Wraeclast.","レイクラストの遥か昔、
原初の時代の熱で燃える。"
The last few drops from veins dry as sand.,砂のように乾いた静脈から流れ出る最後の数滴。
"By the terms of the Third Pact, the Constrictor Queen
was banished from Keth, but given the eastern sands.","第三の盟約の条件により絞めつける女王はケスから追放されたが、
東の砂漠を与えられた。"
"By the terms of the Third Pact, the Sun Clan
agreed to never again attack the Maraketh.","第三の盟約の条件によりサンクランは
マラケスを二度と攻撃しないことに同意した。"
"For a time, there was peace, a wall against
mutual enemies from beyond.",しばらくの間平和があった。あの世からの共通の敵に対する壁のように。
Life thrives where death dwells.,死が宿るところで生命が繁殖する。
"Those near the ruby describe a sensation of intense malice,
as if something is peering through from the other side...",ルビーの近くにいる人は強烈な悪意のような感覚を感じる。まるで何かが向こう側から覗いているかのように...
"""Why are you standing there gawking at me?
We must go to the Trial of the Sekhemas!""","「どうしてそこで私を見つめている？
セケマの試練へ行くぞ！」"
The primordial molten world was not devoid of life.,原初の溶融した世界にも生命がいなかったわけではない。
The phrase 'dekha no Garukhan breala' is carefully painted around the middle.,真ん中には「dekha no Garukhan breala」というフレーズが注意深く描かれている。
The bottle shakes angrily when the entity inside sees you looking.,中にいる存在があなたが見ているのに気づくと、瓶は怒っているかのように振動する。
"Cool and pure, it represents hope in a bleak era.",冷たく純粋なそれは暗い時代の希望を象徴している。
"""Weep not for me. This punishment is my own doing.""",「私のために泣くな。この罰は私の責任だ。」
"""I'd have preferred to go with the Serpent Clan.""",「ヘビの部族と共に行きたかった。」
Frozen trophies of a predator's reign.,捕食者の君臨の凍った証。
"Extremely personal words of love, honour,
and hopelessness scrawled by a shaking hand...
It appears to have been carefully written to
avoid revealing who it was intended for.","震える手で書き込まれた、極めて個人的な愛、名誉、絶望の言葉...
宛先が判らうぬよう注意深く書かれている。"
"Beware the bite of those serpents that call a human corpse home.
Nature has given them the means to acquire a new dwelling.","人の死体を家と呼ぶ蛇の牙には注意せよ。
自然は彼らに新たな住居を得る術を与えている。"
The smell is bad enough to make a veteran warrior faint.,熟練の戦士ですら気絶するほど酷い匂いだ。
The liquid within is acrid enough to burn nose hairs.,中の液体は鼻毛を焼くほどの匂いだ。
The smell overpowers everything else.,匂いが他の何よりも強烈だ。
"It hums faintly. Not with life, but with purpose.",微かな振動音が聞こえる。命ではなく、目的を持った音だ。
"Oddly, it remains warm...",不思議なことに、暖かいままだ...
The pupils refocus as you look closer.,近づいてみてみると、その眼の瞳孔が焦点を結ぶ。
"Blind to pleas. Deaf to lies.
Her scales weigh only truth.","懇願には目を向けず。嘘には耳を傾けず。
彼女の天秤が量るは真実のみ。"
"The flesh continues to grow and change,
perhaps forming an entire new body in time...",この肉は成長し、変化を続ける。やがて完全な肉体を新たに形成するかもしれない...
"Even the slightest movement causes air to move through them,
releasing a subtle mind-numbing pressure.",わずかに動かしただけでも空気が中を通り、心を麻痺させるような微かな圧力を発生させる。
The meaning of the symbols has been lost to time.,紋章の意味は時とともに失われてしまった。
Diamora sings no more.,ディアモラが歌うことはもうない。
The sea gave it strength. Now it serves a greater purpose.,それは海から力を得た。そして今それはより大きな目的のために動いている。
A shooting star may bring great fortune.,流れ星は大きな幸運をもたらすかもしれない。
"They are engraved with the runes for 'Authority,' 'Break,' and 'Release.'",それぞれが「権威」、「破壊」、「解放」のルーンが刻まれている。
"Clutched tight, even in death.",死して尚、固く握りしめて。
"Weathered, but not forgotten.",風化はしたが、忘れられてはいない。
"Smells of salt, rust, and fear.",塩と錆と恐怖の臭いだ。
No light touched it for centuries.,数百年光を見ていない。
"The storm has not struck, but the sky is watching.",まだ嵐は来ていないが、空は見ている。
What is written in water is never truly lost.,水に書かれたものは真に失われることはない。
The forge is ready. Flesh is only waiting.,鍛冶場の準備はできている。肉体はただ待っている。
"To the unknowing, it is nothing. To Yama, it is everything.",知らぬ者にとって、それは何でもない。ヤマにとって、それは全てだ。
Tawhoa rewards those who grow.,タウホアは成長する者を祝福する。
Hunters of the Tasalio Tribe are just as effective on land.,タサリオ族の狩人たちは陸でも同様に有能だ。
"When Ngamahu's chosen truly wish to destroy an enemy, nothing can stop them.",ナマフに選ばれしものが本当に敵を破壊しようと思った時、何者もそれを止めることはできない。
The forest stands tall against the storm.,森は嵐に立ちはだかる。
Tasalio bids you take a moment to stop and enjoy the calm of the ocean.,タサリオは立ち止まって海の静寂を感じるよう勧める。
The Ngamahu Tribe believes the Karui will be reforged in a volcano at the end of time.,ナマフ族は時の終わりにカルイは火山で作り直されると信じている。
"Hinekora is not the master of Death, but she is its Mother.",ヒネコラは死の主ではなく、母である。
"The war goes on, but the warrior does not.
Do not let yourself die until you have
made your mark. The Ancestors see you.","戦は続くが、戦士は続かぬ。
印を残すまで死んではならぬ。
先祖たちが見ている。"
"The sea goes on, but the sailor does not.
Enjoy each moment as it flows over you,
through you, for it will never come again.","海は続くが、船乗りは続かぬ。
一瞬一瞬が自分の上を、中を流れるのを
噛み締めよ、それは二度と戻ってこない。"
DNT-UNUSED Fill Me In,最も鋭き刃への誇りと喜び。
Ancient facets remain warm to the touch.,古代の宝石のカット面は、触るとまだ暖かさを感じられる。
"Somewhere, a distant scream echoes.",どこかで遠い悲鳴がこだまする。
"Heat emanates from the facets,
living warmth encased in crystal.",カット面から放たれる熱、クリスタルに包まれた命の温もり。
